Symbol,xRNA16h,xRNA6h,pUUC16h,pUUC6h,R84816h,R8486h
METTL26,0.38655434,-0.047306485,0.448515111,0.110904613,0.303195214,1.235541168
MCRIP2,0.254105165,-0.127009331,0.61156844,0.395084069,0.031785414,1.749964293
WDR90,-0.311627845,0.388446078,0.202346955,0.337937402,0.191771865,0.746161463
RHOT2,0.408334305,0.540275608,0.668343796,0.469924609,-0.334799221,0.336981827
STUB1,0.542971985,0.262934201,1.131933543,0.461317118,-0.414816005,0.917058859
JMJD8,0.405474007,0.368909946,0.512036993,0.485088415,0.152226973,0.731612812
WDR24,0.329491987,1.020519175,0.753695439,0.599427803,-0.544907999,0.396884984
CCDC78,0.618839878,0.414575718,0.970690179,0.751722468,0.563456051,2.730472403
HAGHL,0.308198346,0.237703645,1.484150011,0.625670354,0.411110642,2.582647074
CIAO3,0.226135141,0.409813323,0.560847256,0.321268542,-0.297691389,0.341893782
RPUSD1,0.792805798,0.48483961,0.92033358,0.616078,-0.220484949,1.056494911
CHTF18,0.138708915,0.670428721,0.748672091,0.524891854,0.204402502,0.225046927
LMF1,-0.363602166,0.140898844,0.063454496,0.796052231,0.074128983,0.685874715
UBE2I,0.279192116,-0.107948669,0.501753778,0.013343399,-0.155189764,-0.00625585
TSR3,0.554154557,0.371044466,0.610898722,0.494996989,-0.486791652,0.542515592
GNPTG,0.041508008,0.485923397,0.371412709,0.487618096,-0.487655429,0.311383164
UNKL,0.207886558,0.250407336,0.266553815,-0.025370587,0.13571583,-0.278189227
C16orf91,0.463496526,0.018630914,0.150091774,0.093020143,-0.497390601,0.308052103
CLCN7,0.341255345,0.478807581,0.374004782,0.325241724,-0.271787189,0.811379916
TELO2,0.93167682,0.47130274,0.952490906,0.557474618,-0.156524228,0.388191333
IFT140,-0.720069225,0.327146295,0.042328505,0.043171823,0.239556354,0.290252044
CRAMP1,-0.069983819,-0.052273673,0.010906693,0.242482256,0.218746974,0.213541789
JPT2,0.128066776,-0.266696394,0.077642221,0.056659646,0.353607115,0.370900549
MAPK8IP3,-0.460567493,0.279881653,0.321393691,0.457865065,-0.155740535,0.140167013
NME3,0.304958747,0.321487752,1.127944114,0.586834077,0.140234635,1.914714892
MRPS34,0.419198979,-0.092201937,0.511312204,0.321891172,-0.045549303,1.473090787
EME2,0.047271318,0.344753801,0.100148734,0.295791941,-0.323521285,0.754424263
NUBP2,0.43076085,0.449251808,0.864083164,0.495617111,0.167032207,0.779908531
HAGH,-0.43360497,-0.364818682,0.540068783,0.233830282,0.322152041,0.883793068
FAHD1,0.127977834,0.096966758,0.254804371,0.173342413,-0.104274906,0.245856625
MSRB1,0.906502528,0.718030596,0.27851191,-0.104348592,-1.252686642,-0.793105974
NDUFB10,0.262735156,-0.126514162,0.324191247,-0.011435133,0.208224296,0.851398056
RPS2,0.1888845,0.217862866,0.507044372,0.122815441,-0.014265487,0.454958769
SNHG9,1.272145656,0.398283272,1.312685522,0.436015996,-0.556958113,0.560929525
TBL3,0.888820278,0.551529939,0.621786709,0.347164216,-0.520594587,0.484199478
GFER,0.598581005,0.037955738,0.790686039,0.321418185,0.031328381,-0.014588545
ZNF598,0.585875347,0.17699983,0.742186692,0.586881694,-0.214211822,0.90279665
SLC9A3R2,0.167217229,-0.001501921,0.846690807,0.736652668,-0.178730416,2.807910546
NTHL1,0.187270692,-0.266471441,0.620591535,0.214396526,0.55151112,2.36242227
TSC2,-0.054119784,0.368408287,0.192929523,0.238554087,-0.35604327,0.053309708
PKD1,-0.398584773,0.279813015,0.486219901,0.479912588,-0.192885284,0.998204763
SNHG19,0.184737756,-0.147310689,1.135181717,0.257398797,-0.212289336,1.46996438
TRAF7,0.087955626,0.167871682,0.347002907,0.177459973,-0.095961213,0.217335251
MLST8,0.39166992,0.262416883,0.506680729,0.272676608,0.205190398,0.764587833
BRICD5,-0.484756973,-0.27210675,0.600854519,1.019633325,0.365861021,1.070661668
PGP,0.090552428,-0.12015818,0.509977661,0.360058212,0.394061856,1.031455234
E4F1,0.439788703,0.617747607,0.694995624,0.361071844,-0.359160155,0.340358366
ECI1,0.194184848,0.272407607,0.767817431,0.315037534,-0.342918777,0.514244881
RNPS1,0.316269855,0.079749726,0.193180523,0.028844106,0.012573906,0.15651624
ABCA3,-1.563765253,-0.289495937,0.610325344,0.472381507,2.022126883,2.97678173
CCNF,0.048257022,-0.14585151,0.303672724,0.087165228,0.605565461,-0.05255418
TEDC2,0.422461706,0.382504978,0.649622634,0.276366648,0.076139764,0.689968221
TBC1D24,-0.197561839,-0.101202127,0.080147638,0.329925715,0.318494513,1.411788978
AMDHD2,0.466712876,0.317277029,0.660660003,0.983119096,-0.263968694,1.499201407
PDPK1,-0.121367986,-0.381761028,0.008224319,0.028873638,-0.368657576,-0.363778224
LOC652276,0.091914237,0.508221138,-0.301194562,0.137456943,-0.100814502,-0.576710759
KCTD5,0.278274853,-0.083124971,0.329685441,0.038880417,0.006734077,0.362798894
SRRM2,-0.440034159,0.001971546,-0.511191967,0.110144009,-0.113885576,-0.270753497
ELOB,0.473908773,0.427165496,0.703527792,0.381501841,-0.198467728,0.3730751
FLYWCH2,0.277922507,0.217344065,0.75944705,0.456137549,-0.430127473,0.528321685
FLYWCH1,-0.009139208,0.300653676,0.392217461,0.360541478,-0.158347886,0.42133314
PKMYT1,0.011627916,0.613498374,0.654644446,0.438320325,0.153553555,0.067494426
PAQR4,0.128163645,-0.386749975,0.843607396,0.278851924,0.311894192,0.632902032
TNFRSF12A,-0.265426671,-0.407262844,0.541177858,0.155116434,1.593539382,1.720129883
HCFC1R1,-0.461976364,0.303366713,0.498320018,0.083111595,0.058947834,0.687209624
THOC6,-0.01275667,0.157473676,0.211779081,0.122685623,0.395747785,0.418445473
MMP25,-0.330334053,-0.455925331,0.193103345,0.081798428,-1.967195922,-1.289531093
ZNF213,-0.217499745,0.320254706,0.323673185,0.300120607,-0.306867717,0.255199892
ZNF200,0.338543962,0.190333888,-0.128143988,-0.036129947,-0.174062339,-0.635672617
ZNF263,0.090866567,0.021303043,-0.093184278,0.002677335,-0.025349983,-0.142630747
ZNF75A,0.176907124,0.161770873,-0.20078079,-0.049949357,-0.322064393,-0.60830482
ZSCAN32,0.17702413,0.188684938,-0.066391698,-0.043910687,-0.360220161,-0.365936217
ZNF174,0.020236357,-0.053655829,0.14857462,0.009540645,0.040516774,0.445390352
ZNF597,0.271754588,0.038484531,0.072048756,0.105160348,-0.019182233,-0.253541781
NAA60,0.396946188,0.341039772,0.349644764,0.166511784,-0.626258586,-0.634251982
CLUAP1,-0.273198611,0.180420956,-0.009095449,-0.059277133,0.172168183,0.471617505
NLRC3,-1.653990558,-0.621000496,0.150779531,0.233959616,2.819013714,1.865765173
SLX4,-0.549818231,0.104042942,0.048547609,0.110639277,0.00842602,-0.437160331
DNASE1,-0.514757406,0.376007993,-0.200396315,0.18185696,-0.010120254,-0.37990607
TRAP1,-0.092357917,0.047689986,0.074280429,0.014843248,0.183834521,1.207872643
CREBBP,-0.096329015,0.380477555,-0.143609844,0.015928859,-0.144858835,-0.299412583
ADCY9,-0.333041589,-0.624903601,0.12240547,0.198418998,0.670148085,1.414606429
TFAP4,0.411657284,-0.441707621,0.393548711,0.275777506,0.343817494,1.909668683
CDIP1,0.668233627,0.620069416,0.801585913,0.463655888,0.174978863,1.132710031
UBALD1,0.482932941,0.741454546,0.853742068,0.877260066,0.335004442,1.305461683
MGRN1,0.2920367,0.622461878,0.435249276,0.090096766,-0.445634961,0.000672386
NUDT16L1,0.193795765,0.225419524,0.277343179,0.453060242,-0.177376629,0.504849605
ANKS3,-0.126192893,0.195218849,0.073755526,0.430772448,-0.127401743,0.824027312
ZNF500,-0.297286901,0.013964608,0.094890746,0.07537106,-0.064372281,0.481952045
ROGDI,-0.487575133,-0.216681925,0.469129092,0.1193179,0.691589181,1.582335584
GLYR1,0.349643885,0.045972868,0.155624376,0.06197897,-0.094966775,-0.235823749
UBN1,0.068275773,0.002574914,0.052414593,0.09438454,0.001899869,-0.062439514
NAGPA,0.169866778,-0.036070302,0.42277298,0.148113644,-0.361040512,0.851532392
ALG1,0.277028584,-0.061000577,0.081133427,0.097955784,0.041727503,1.163067301
EEF2KMT,0.578671878,0.052368544,0.546593603,0.25802708,-0.06249,1.317200998
METTL22,-0.347784357,0.289222425,-0.279975244,0.086049702,-0.080736814,-0.123151133
TMEM186,0.076916013,-0.188316442,0.091478687,-0.098189952,-0.077154464,0.207987093
PMM2,0.651196813,0.042228356,-0.06472481,0.149054459,-0.351252564,0.154962958
CARHSP1,-0.604073018,-0.417861563,0.603490782,0.127663492,0.818855014,0.877868367
USP7,0.015497049,-0.254653419,-0.152919296,-0.065531229,0.10807021,-0.04263249
C16orf72,0.059780367,-0.088111098,0.106793721,-0.022771975,-0.007007704,-0.152027086
ATF7IP2,0.03626404,-0.090744877,-0.177176516,0.091088852,0.104922561,-0.612486749
NUBP1,0.186149939,-0.198492981,0.303518518,0.141237207,-0.666079235,-0.716874233
CIITA,0.422449581,0.20746573,-0.041864464,0.132286836,-1.682470628,-1.630094984
DEXI,-0.094910755,-0.384742946,-0.059003035,-0.066949774,-0.290829589,-0.171070312
CLEC16A,0.052988227,-0.010365018,0.059185754,-0.014047578,-0.399941184,-0.045079775
RMI2,-0.815978024,-0.590448838,-0.147030283,-0.246325502,-0.209331089,-0.14146913
SOCS1,2.204268934,0.776694895,0.650575249,-0.715731557,-5.036477228,-4.210910562
LITAF,-0.344139481,0.688955793,0.186935334,-0.041558752,-1.178297393,-1.901002348
SNN,0.275330216,0.705265172,0.174321205,0.179686832,-1.586727397,-1.658377097
TXNDC11,0.186253428,0.394175284,0.013027334,0.01425021,-0.53208261,-0.458959787
ZC3H7A,-0.001731749,0.134126872,-0.159846721,-0.185092651,-0.315774274,-1.178097999
RSL1D1,0.311608326,-0.171985945,-0.053371306,-0.057208491,-0.17139683,0.4468446
GSPT1,0.380847332,-0.408144244,-0.038096039,-0.083511542,0.05648704,0.509396035
TNFRSF17,0.055793199,-0.54836841,-0.154674102,0.07957683,0.301370118,1.749106837
SNX29,-0.142062199,-0.12547619,-0.14409457,0.121719591,-0.187559401,0.353602073
CPPED1,-0.19182765,-0.178380772,0.220028157,0.122944232,-0.068852958,-0.379193384
ERCC4,0.152069952,0.020048336,0.010398554,0.094503908,0.032092124,0.085487274
MRTFB,-0.628903836,-0.344343448,-0.218797936,0.051898721,0.321656891,-0.090761528
PDXDC1,-0.121626627,-0.02656672,0.041969414,0.220048962,-0.210739478,-0.066229676
LOC102724985,-0.121626627,-0.02656672,0.041969414,0.220048962,-0.210739478,-0.066229676
FOPNL,-0.258387326,-0.551632561,0.217848692,-0.163195456,1.00917163,0.340981582
ABCC1,-0.331768959,0.022409299,-0.606250842,-0.005601416,0.006771431,0.034944689
XYLT1,-0.559514286,-0.819628223,0.013960207,0.293414636,1.08737749,-0.463963777
NOMO2,0.449175092,0.211279853,-0.212126063,-0.09107556,-0.792168973,-0.427659247
LOC102723728,0.449175092,0.211279853,-0.212126063,-0.09107556,-0.792168973,-0.427659247
RPS15A,0.618056792,0.03893188,0.788357811,0.001867981,-0.289943168,0.037748349
ARL6IP1,0.206683324,0.026799771,0.09862819,-0.146696974,0.257962678,-0.629492296
SMG1,-0.28060218,0.040039061,-0.701664612,-0.123817743,-0.462528537,-0.204297526
COQ7,-0.001521246,-0.014098723,0.162295298,-0.083740795,0.708462521,0.158091996
GDE1,0.202040649,0.017332689,0.077989535,0.04424103,0.455766328,1.266615214
CCP110,0.03229625,0.333127222,-0.258882055,-0.12716896,-0.145430863,-0.787502238
VPS35L,-0.028711648,0.007857541,-0.012703523,-0.055150816,0.041090617,0.024838174
KNOP1,0.461120468,-0.280335844,0.081216314,0.159338854,0.166814037,0.535062687
IQCK,0.281911742,-0.10928047,0.251176743,-0.060720935,0.282843245,0.296940965
THUMPD1,0.218934595,0.210758779,-0.107670642,-0.019059397,0.116282111,-0.146912885
ERI2,-0.055923882,-0.184044056,-0.098423886,-0.037398517,0.262670325,-0.020153002
REXO5,-0.405330908,0.065254358,-0.015103131,-0.068406014,0.799502889,0.303482162
DCUN1D3,-0.138917171,0.345135398,-0.268975843,0.222910005,0.373658935,0.268102309
LYRM1,-0.352760637,0.042928036,-0.010369355,-0.007234644,0.48890391,0.404403253
TMEM159,-0.365176706,0.432219516,-0.11331666,-0.037678247,-0.263320384,-0.338179634
SMG1P3,-0.283454793,0.082035671,-0.729938526,0.299630724,0.052685912,-0.076364861
METTL9,-0.695059325,-0.54978419,-0.013892179,-0.150130525,0.618645029,0.144017522
NPIPB4,-0.760772351,-0.109538921,-0.592488564,-0.249160921,-0.339931725,-0.643173582
UQCRC2,-0.108914738,-0.005107597,-0.114340297,-0.082859279,0.02935924,-0.097759336
CDR2,0.624189091,-0.097833054,0.151881188,-0.035677925,0.302397716,0.088863139
SMG1P1,-0.265767893,-0.310752104,-0.816128753,0.088936596,-1.017097402,-0.534316555
USP31,-0.065048631,-0.633694686,-0.102307752,0.092439903,0.300291193,1.017817884
COG7,0.158617543,0.059230403,0.046291083,-0.010366345,-0.331834833,-0.270083105
GGA2,-0.327638198,-0.196310981,-0.039144503,-0.015925539,-0.65523243,-0.283906295
EARS2,0.128950426,-0.254873807,-0.014429662,-0.005794004,0.103149877,0.48573245
UBFD1,0.471773498,0.128034147,-0.03809266,-0.104676265,-0.215211721,-0.616793721
NDUFAB1,0.455180865,-0.081893039,0.243331196,-0.063463168,-0.245182753,-0.019159918
PALB2,0.070027068,-0.208392871,-0.164113921,-7.87E-05,-0.094818208,0.217382013
DCTN5,0.035149032,-0.00089902,-0.051529769,-0.043492149,-0.011367736,-0.458926449
PLK1,0.381089444,-0.004622932,0.311762578,0.047359347,0.378377678,-0.216150574
PRKCB,-0.601749918,0.076336682,-0.010175114,0.212915144,0.492095485,0.409029584
RBBP6,0.120019555,-0.107490969,-0.279578645,-0.172451223,-0.348862089,-0.932154994
TNRC6A,0.112513029,0.274231033,-0.232280343,0.034663172,-0.172354098,-0.353284001
LCMT1,-0.02805083,0.149508492,-0.038636548,-0.135617981,-0.309404462,-0.266887166
ZKSCAN2,-0.497953637,0.032438151,-0.148933276,-0.018311863,0.242910929,-0.006975605
KDM8,0.208192675,-0.044144115,0.148312552,0.189272051,0.03050198,-0.043930867
NSMCE1,-0.189001997,0.062772567,0.130308847,0.016537803,0.284936213,1.059036433
IL4R,0.379925656,0.808002033,0.296838914,0.323210806,-0.544513548,-1.586624713
GTF3C1,-0.128916895,0.064775386,-0.034540674,0.065541891,-0.382136844,-0.306033213
KIAA0556,-0.09885177,0.111564172,0.166881533,0.162919365,-0.538037644,-0.769090666
XPO6,0.270124803,-0.129982324,-0.027830441,-0.076338631,-0.803236305,-0.564726054
SBK1,-0.178390824,-0.26593583,0.455994798,0.295420404,0.126272715,0.926808977
APOBR,-0.101260827,0.980077896,0.444497003,0.282183896,-0.556066657,-0.975601215
SGF29,0.337476851,0.465918815,0.373542603,0.131313738,-0.346962516,0.041658259
SULT1A1,-0.132458714,-0.288900876,0.22784227,0.496419427,0.769164262,1.760782204
EIF3C,0.194019636,-0.111998822,0.011468021,0.249849509,0.354732666,0.502477434
ATXN2L,0.039232411,0.250954212,-0.103759941,-0.006359461,-0.457298042,-0.469101519
TUFM,0.300281806,0.095734774,0.233379704,0.077578987,-0.112724554,0.550755076
SH2B1,-0.017879832,0.365559883,0.171912875,0.275630968,-0.076006401,0.11924083
ATP2A1,-0.858268882,0.280919929,-0.235407994,0.179971187,0.642958106,-0.350700428
RABEP2,0.073743847,0.582872637,0.448842703,0.331004227,-0.395204701,-0.049017337
NFATC2IP,-0.219719154,-0.061875812,-0.243041443,-0.146732686,-0.750511408,-0.748075616
SPNS1,-0.870332691,-0.305777135,-1.011277398,-0.070117958,-0.110600575,0.146826314
NPIPB11,-0.826933566,-0.294377455,-1.071127504,0.055676422,-0.170943831,-0.031774745
SMG1P6,-0.795571718,-0.02357308,-0.906350371,0.467642558,0.395858864,-0.456967845
SPN,0.172672328,-0.089551881,0.167509929,0.032524475,0.267206244,0.157419905
QPRT,-0.390710458,-0.39340752,0.175124087,-0.122923322,0.005222617,0.362330864
C16orf54,-0.889569241,0.470779786,0.32001395,0.253170722,0.962701759,0.879106187
KIF22,0.035149617,0.189107074,0.216036642,0.095074136,0.387011466,-0.376496847
MAZ,0.591650173,0.121483921,0.903823161,0.412053473,0.158919563,1.06045407
PAGR1,-0.033127994,0.127392537,0.324981699,0.448052331,0.277191555,0.614875705
MVP,1.017448014,0.619052058,0.266902455,0.019073866,-2.824253207,-1.285758027
CDIPT,0.016878266,0.207934811,0.473655598,0.246560917,-0.264878748,0.346362709
KCTD13,-0.168507888,-0.171822153,0.208761558,0.109024114,-0.229617292,0.183391933
TMEM219,0.082608484,1.085793126,0.039337511,-0.130845462,-0.442092273,0.349984096
TAOK2,-0.074234076,0.199664877,0.238539373,0.225517768,-0.109279122,0.035742664
HIRIP3,-0.215142923,0.005391704,0.274054597,0.123854875,0.404784296,0.493967749
INO80E,0.076239349,-0.022886324,0.162640338,0.205729872,0.091695159,0.435173923
ALDOA,0.036885405,-0.123551927,0.7958302,0.170326462,-0.553699445,-0.48368283
PPP4C,0.193869866,0.179719581,0.22815746,-0.026921976,-0.443359761,-0.766872791
MAPK3,-0.549573029,-0.03082948,0.304066649,0.008191185,0.579854551,0.844252172
CORO1A,0.183627869,0.207940534,0.705306162,0.390843564,0.178325036,0.809991692
SMG1P5,0.197365258,-0.039953666,-0.096398649,-0.19600026,-0.07429668,-0.229764147
CD2BP2,0.300033926,0.201220658,0.144655708,0.06363374,-0.304726668,-0.439042734
CD2BP2-DT,-0.145011303,-0.219274294,-0.50354142,0.018947143,-0.819292629,-0.672783023
TBC1D10B,0.018249021,0.196948113,0.341460984,0.125244651,0.073911966,0.065733031
ZNF48,0.207131643,-0.173764139,0.445875769,0.314232692,0.402108577,1.322320728
SEPTIN1,-0.287773816,0.095271344,0.25206656,0.159148319,1.274568581,1.62086229
ZNF771,0.701667855,0.136997335,0.210352499,0.217766966,0.37498396,0.259368898
DCTPP1,0.422814537,-0.319831231,0.19174918,0.099600277,0.113642607,0.856572005
SEPHS2,0.179617601,-0.483958646,0.105775382,0.072216799,0.225005949,0.3330662
ITGAL,-0.121581854,-0.583550522,0.00961385,0.211434254,0.507252658,0.5076858
ZNF768,-0.26820413,0.038815066,0.379387417,0.305261574,0.181455623,0.60095759
ZNF747,0.157680321,-0.278100347,0.162383372,0.010491015,0.107172907,0.4162954
LOC107984875,-0.469359778,-0.926132488,0.221558788,0.157905658,0.530638221,0.732723546
ZNF764,0.214464526,-0.076608601,0.264455379,0.202449775,-0.103376833,0.669183481
ZNF688,-0.033882066,0.270087579,0.422873663,-0.207381736,-0.562669325,0.215600542
ZNF785,-0.641600705,-0.149486008,-0.27341144,0.056022009,0.704162934,0.405667102
ZNF689,0.169804262,-0.075277705,0.126838391,0.118936554,0.251864424,0.508776305
PRR14,0.19907139,0.440972211,0.406514081,0.193351124,0.018580374,0.483187275
FBRS,0.445994924,0.768569308,0.432853492,0.149776172,-0.954011533,-0.367126924
SRCAP,-0.259280268,0.636775368,0.084096377,0.380718722,-0.262705135,0.027758066
PHKG2,-0.179624381,0.130707942,-0.04346482,0.25734746,-0.084462373,0.168626189
RNF40,0.164654871,0.393021353,0.34578796,0.228290615,-0.11781451,0.134746225
ZNF629,-0.155038507,0.120461247,0.09795859,0.047482985,0.125725328,0.140660508
BCL7C,0.080280423,-0.080169977,0.513318995,0.131031336,0.529032935,0.687310274
FBXL19-AS1,-0.127680776,-0.432634704,0.16807643,-0.061649058,0.911531356,0.098204763
FBXL19,0.419615527,0.474664076,0.737530391,0.492227393,0.456703441,0.40571588
ORAI3,-0.962128906,-0.179187463,0.185235979,-0.166309133,1.0993099,1.148654936
SETD1A,0.196317209,0.315388722,0.244867693,0.195882675,-0.080776292,0.064393214
HSD3B7,-0.244621395,-0.439223382,0.491584443,0.171886935,1.034694617,1.822659714
STX4,0.207606818,0.223832116,0.064833002,0.005330948,-0.835062787,-0.528439684
ZNF668,-0.150949785,0.019239314,0.670286553,0.170961171,-0.349579101,0.130939737
ZNF646,-0.05651883,0.184723266,0.251433193,0.179286332,-0.201112111,-0.092183318
PRSS53,-0.571245371,-0.478138046,-0.32942146,0.347596751,0.39061873,0.650719747
VKORC1,0.465408839,-0.299054123,0.769502847,0.020415373,0.048839194,1.565937246
BCKDK,-0.186152406,0.03895886,0.246443511,-0.057199767,0.153966093,0.139121888
KAT8,-0.328140946,0.033109056,-0.083423614,0.10322333,0.213417317,0.161990475
FUS,0.433050971,0.062534906,0.039767426,0.037064623,-0.017105204,-0.070100291
PYCARD,0.102575238,-0.022890551,0.638741019,0.162146924,0.417995619,1.390735912
TRIM72,-0.642844784,-0.562694413,0.264141691,0.364960904,1.859306608,2.719417449
ITGAM,0.700247499,0.930201158,0.921365154,0.337779405,2.568863676,0.792362408
ARMC5,0.808085691,0.272766273,0.782540242,0.362968317,0.106598972,1.289616142
C16orf58,-0.210455847,0.394254833,0.184010079,0.098159252,0.156681976,0.455675468
ZNF720,0.100789061,0.101594485,0.144158762,0.038636651,0.150276387,-0.454035034
LOC107983990,0.100789061,0.101594485,0.144158762,0.038636651,0.150276387,-0.454035034
ZNF267,0.482112015,0.278209534,-0.112331859,-0.239872015,-0.746017014,-1.181427197
SHCBP1,0.0300829,0.069605972,0.031788622,-0.095935753,0.399564426,-0.766054843
VPS35,-0.046110867,-0.093888295,0.01346114,-0.002249385,0.593483775,0.349507251
ORC6,0.34391329,0.206288012,0.069306267,0.011143662,0.389277738,-0.474618038
MYLK3,0.525296596,1.701534048,0.283349055,0.153201804,1.883617726,-0.656653916
C16orf87,-0.000935099,-0.071565864,-0.044874254,-0.056357652,0.002901568,-0.701782314
GPT2,0.275286573,0.279211268,0.02128362,-0.145189183,0.813905892,1.082379127
DNAJA2,0.481645832,0.040259613,0.151790711,-0.071777837,-0.217899468,-0.190845502
ITFG1,-0.008087072,-0.090492813,0.009621162,0.007830647,-0.394778003,-0.142716017
PHKB,-0.162468083,-0.143894966,-0.116595999,-0.004741508,-0.023185909,0.057501494
LONP2,0.045714614,-0.050470809,-0.099831231,-0.029517626,-0.055000489,0.165933489
SIAH1,-0.344310276,-0.667960788,-0.070629585,-0.331736105,0.515525814,0.273659236
N4BP1,0.328262165,0.371582836,-0.168805768,-0.206562282,-1.162224324,-1.564268421
CNEP1R1,0.038782726,0.167699219,0.113351017,-0.012799639,0.122461898,-0.521524069
HEATR3,0.548345329,-0.378257978,0.032873212,0.00099056,-0.086679556,0.597001298
TENT4B,0.442084949,-0.115307721,-0.073955989,-0.01969007,-0.123768951,0.184153311
ADCY7,-0.080551537,0.453057209,0.379766191,0.30340965,-0.496175283,0.452999544
BRD7,0.183700596,-0.092118031,-0.146322994,-0.069806274,0.103620118,-0.026931017
SNX20,0.578529674,0.418266459,-0.007114685,-0.246605364,-1.532886995,-0.997732584
NOD2,0.456191862,0.76961955,0.091977193,-0.0049595,-1.96695187,-1.486306727
CYLD,0.487984258,0.45150569,-0.126453032,-0.272895614,-1.238892914,-1.340010152
CHD9,-0.271143125,-0.111853271,-0.330904298,-0.014294842,-0.163411147,-0.54068492
RBL2,-0.762513683,-0.217883395,-0.123191747,0.060902555,0.434746518,0.452470304
AKTIP,-0.126568944,-0.248559451,0.073678035,0.09572029,0.49090883,1.060762168
RPGRIP1L,0.002614187,-0.075537294,-0.162099137,0.166335121,0.400389158,0.792187633
FTO,-0.114268781,0.155740708,-0.116748862,-0.08294308,0.062866698,-0.033660818
CRNDE,-0.502007576,-0.142190987,0.163474356,0.027529502,1.210891206,0.892740603
LOC101927480,-0.502007576,-0.142190987,0.163474356,0.027529502,1.210891206,0.892740603
AMFR,-0.037685905,0.023890947,0.084094408,0.025018489,-0.422368407,-0.745755338
NUDT21,0.017208519,-0.036567483,0.147056833,0.000786905,0.679731211,0.033045361
OGFOD1,0.390182571,-0.143765146,-0.034369205,-0.004069246,-0.180422732,0.330373877
BBS2,-1.135742464,-0.30080075,-0.08631788,0.014521326,0.918297722,0.939785009
MT2A,1.318379824,0.570765508,0.49317975,0.029179288,-1.561744891,-1.731980851
MT1E,0.851331536,0.106664892,0.446715187,0.072278444,0.148460363,-0.539845021
MT1X,0.998803158,-0.018111329,0.39163167,0.464882275,-0.142779183,0.172731329
NUP93,0.416342174,0.037086617,0.044196522,-0.011038654,-0.066219022,0.064916126
SLC12A3,-0.359200074,-0.346181085,-0.035529685,-0.114243319,-0.396826905,-0.212315128
HERPUD1,-0.067772941,-0.025056088,0.066298123,0.093983745,-0.318681211,-0.264530723
CETP,-0.848322872,-0.118485623,0.319086157,0.111702125,0.581358362,0.326119716
NLRC5,1.207073733,0.085730589,-0.255314669,-0.504700167,-2.159735683,-1.490478136
CPNE2,0.107009843,1.040526154,0.085067835,-0.033698537,-0.047368806,-0.377557212
PSME3IP1,-0.030856793,0.005835713,0.016610777,-0.07493791,-0.150404884,-0.100971371
RSPRY1,-0.129014343,0.316676285,-0.119482724,-0.110861087,-0.147465794,-0.545457472
CCL22,3.789481202,0.164968935,-0.652268944,-0.416262752,-8.59528854,-4.801487589
CIAPIN1,0.573518926,0.064493421,0.038154738,0.073824272,-0.070269018,0.223158105
COQ9,-0.173002103,0.189515241,-0.008157765,0.049322048,-0.086542201,0.319384934
POLR2C,0.367906887,0.128987401,0.090649117,-0.009251606,0.085077479,-0.174830293
CCDC102A,1.049255976,0.457733657,0.730082529,0.636814041,-0.467761853,0.323081705
ADGRG5,1.068293229,-0.366665751,0.318703287,0.420727087,-0.773315687,0.50953673
KATNB1,0.143009703,0.091119747,0.366926249,0.437042301,0.89120654,2.24570885
KIFC3,-1.516695298,-0.442576018,0.777970824,0.518934288,3.004897019,3.337868862
ZNF319,-0.024101113,-0.048639738,0.398211842,0.105604057,0.22376176,0.275365835
USB1,0.18284099,-0.012837037,-0.016436043,-0.007412679,-0.104266514,0.010460911
MMP15,-0.414375269,-0.264990088,0.545364116,0.735990814,1.587370807,3.833622451
CFAP20,-0.047980761,-0.216087436,0.260992116,-0.01526194,0.51759439,0.406811519
CSNK2A2,-0.084965905,0.045760324,-0.186112314,-0.073281304,-0.179822997,-0.459904541
GINS3,0.465180785,-0.022230919,0.073209098,0.085597518,0.257765247,-0.027661421
SETD6,-0.006956319,-0.21084992,-0.156368238,0.141742697,0.428775513,1.623433768
CNOT1,-0.112834166,0.064414015,-0.254272097,-0.08464521,-0.197074893,-0.455781507
SLC38A7,-0.010307277,0.180118839,-0.08922427,0.08280728,-0.445263209,0.171497011
GOT2,0.197968697,-0.059504346,-0.027615686,-0.08313031,0.373305602,0.887183371
TK2,-1.071842286,0.049669461,-0.011751816,0.082115643,1.04181489,1.189249616
CMTM1,-0.637757935,-0.154467016,0.241813295,0.123321588,0.613030759,1.177244056
CMTM3,-0.276074648,-0.021770955,0.284760398,0.165832935,0.702779444,0.743613606
CMTM4,-0.922192539,-0.713208991,-0.042951224,0.167301111,1.011603463,1.48020757
DYNC1LI2,-0.074407836,0.063712444,-0.220884783,0.09435948,0.101679409,0.052780097
NAE1,0.176652405,-0.298842474,-0.00387635,-0.072158456,0.246285325,0.196477122
PDP2,-0.673648721,-0.461314565,-0.000654007,0.094145018,0.163220367,0.650690699
CIAO2B,0.38684055,0.027882305,0.413465679,0.034138839,-0.429022703,-0.133862925
CES2,0.188290799,0.331820022,0.190203328,0.157217624,-0.300015703,-0.221919627
CBFB,0.103162418,-0.14073949,0.260959168,0.006166127,0.738220626,0.066647613
C16orf70,0.139596527,0.072258705,-0.016121997,0.020927983,-0.118218638,0.004950748
